qaSessionId,eventTimestampUtc,eventTimestampShanghai,eventType,activityState,appState,providerSource,sampleSource,rawOrdinal,nativeTimestampUtc,rawInterArrivalMs,acceptedInterArrivalMs,callbackDelayMs,horizontalAccuracyM,verticalAccuracyM,speedValid,speedMps,courseValid,decision,decisionReason,decisionLatencyMs,dtFromTrustedMs,displacementFromTrustedM,impliedSpeedMps,accuracyAdjustedSpeedMps,trajectoryInnovationM,headingDeltaDeg,motionState,candidateId,segmentSuffix,journalLatencyMs,commitToStoreMs,mapSourceRequestUtc,callbackToMapRequestMs,nativeToMapRequestMs,routePointCount,latestAcceptedAgeMs,notes
qa-mtvixnmb-iim3w848,2026-09-10T12:55:12.936Z,2026-09-10T20:55:12.936+08:00,activity_telemetry_health_v2,tracking,active,real,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5936,"{""reason"":""periodic-60s"",""expectedRawOrdinalHighWatermark"":69,""retainedObservationDeficit"":0,""retainedDecisionDeficit"":0,""rawPointCount"":69,""canonicalPointCount"":60,""pendingCandidate"":false,""latestAcceptedAgeMs"":5936,""backgroundTaskActive"":false,""appState"":""active"",""retainedEventCount"":373,""retainedBytes"":314877,""retainedCriticalCount"":63,""retainedObservationCount"":69,""retainedDecisionCount"":69,""uploadCount"":6,""consecutiveUploadFailures"":0,""lastUploadAt"":1789044808686}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:13.096Z,2026-09-10T20:55:13.096+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,70,2026-09-10T12:55:13.000Z,6000,6000,96,14.25,12.77,true,0.86,true,ACCEPT,coherent-motion,0,6000,5.97,0.99,0,2.58,5.65,moving,,514fdef5,,,2026-09-10T12:55:13.135Z,39,135,61,,
qa-mtvixnmb-iim3w848,2026-09-10T12:55:16.097Z,2026-09-10T20:55:16.097+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,71,2026-09-10T12:55:16.000Z,3000,3000,97,14.25,13.15,true,0.86,true,ACCEPT,coherent-motion,0,3000,5.64,1.88,0,2.68,4.93,moving,,514fdef5,33,0,2026-09-10T12:55:16.135Z,38,135,62,,
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.063Z,2026-09-10T20:55:22.063+08:00,app_backgrounded,tracking,inactive,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6063,"{""appState"":""inactive"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":true,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":6063,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.111Z,2026-09-10T20:55:22.111+08:00,app_backgrounded,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""from"":""inactive"",""to"":""background"",""trackingActive"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.112Z,2026-09-10T20:55:22.112+08:00,app_backgrounded,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6112,"{""appState"":""background"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":6112,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.190Z,2026-09-10T20:55:22.190+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""background"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.190Z,2026-09-10T20:55:22.190+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.227Z,2026-09-10T20:55:22.227+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.227Z,2026-09-10T20:55:22.227+08:00,real_activity_background_source_unavailable,tracking,,real,,,,,,,,,,,,,background-permission-not-granted,,,,,,,,,,,,,,,,,,"{""unavailableReason"":""background-permission-not-granted""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.227Z,2026-09-10T20:55:22.227+08:00,real_activity_background_task_stopped,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.259Z,2026-09-10T20:55:22.259+08:00,activity_recording_gap_opened,tracking,,real,,,,,,,,,,,,,background-provider-unavailable,,,,,,,,,,da1bb959,,,,,,,,"{""gapReason"":""background-provider-unavailable"",""previousSegmentId"":""514fdef5"",""nextSegmentId"":""da1bb959""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.259Z,2026-09-10T20:55:22.259+08:00,activity_segment_decision_v2,tracking,,real,,,,,,,,,,,,new-segment,background-provider-unavailable,,,,,,,,,,da1bb959,,,,,,,,"{""decision"":""new-segment"",""trigger"":""background-provider-unavailable"",""previousSegmentId"":""514fdef5"",""nextSegmentId"":""da1bb959"",""continuityAllowed"":false,""distanceContributionM"":0,""elevationContributionM"":0,""memoryBridgeAllowed"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.274Z,2026-09-10T20:55:22.274+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""background"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.274Z,2026-09-10T20:55:22.274+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.286Z,2026-09-10T20:55:22.286+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.286Z,2026-09-10T20:55:22.286+08:00,real_activity_background_source_unavailable,tracking,,real,,,,,,,,,,,,,background-permission-not-granted,,,,,,,,,,,,,,,,,,"{""unavailableReason"":""background-permission-not-granted""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:22.286Z,2026-09-10T20:55:22.286+08:00,real_activity_background_task_stopped,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:26.488Z,2026-09-10T20:55:26.488+08:00,qa_upload_failed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""uploadCount"":7,""consecutiveFailures"":1,""retryable"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:27.169Z,2026-09-10T20:55:27.169+08:00,app_foregrounded,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11169,"{""appState"":""active"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":11169,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:27.237Z,2026-09-10T20:55:27.237+08:00,rnmapbox_userlocation_source_snapshot,tracking,,rnmapbox-apple-location-provider,mapbox-userlocation,,2026-09-10T12:55:27.000Z,,,237,27.7062785250208,,true,0.7192848324775696,,,coalesced-source-observation,,,,,,,,,,,,,,,,,,"{""repeatCount"":6640,""firstObservedAt"":1789044552742,""firstSequenceTimestamp"":1789044549000,""altitudeAvailable"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.172Z,2026-09-10T20:55:29.172+08:00,real_activity_foreground_takeover,tracking,active,real,,,,,,,,,,,,,started,,,,,,,,,,,,,,,,,13172,"{""phase"":""started"",""appState"":""active"",""backgroundTaskActive"":false,""latestAcceptedAgeMs"":13172}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.200Z,2026-09-10T20:55:29.200+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.200Z,2026-09-10T20:55:29.200+08:00,real_activity_background_task_stopped,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.211Z,2026-09-10T20:55:29.211+08:00,real_activity_background_drain,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""reason"":""foreground-takeover"",""drainedCount"":0,""ordered"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.237Z,2026-09-10T20:55:29.237+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""active"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.237Z,2026-09-10T20:55:29.237+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.250Z,2026-09-10T20:55:29.250+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.250Z,2026-09-10T20:55:29.250+08:00,real_activity_background_task_stopped,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.264Z,2026-09-10T20:55:29.264+08:00,real_activity_foreground_takeover,tracking,,real,,,,,,,,,,,,,completed,,,,,,,,,,,,,,,,,,"{""phase"":""completed"",""drainedCount"":0,""foregroundWatcherActive"":true,""backgroundTaskActive"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.264Z,2026-09-10T20:55:29.264+08:00,real_activity_location_source_activated,tracking,,real,foreground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""sampleSource"":""foreground"",""requestedIntervalMs"":2000,""requestedDistanceM"":5}"
qa-mtvixnmb-iim3w848,2026-09-10T12:55:29.280Z,2026-09-10T20:55:29.280+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,72,2026-09-10T12:55:29.149Z,13149,13149,131,23.95,7.93,false,,false,ACCEPT,first-trusted-fix,1,,,,,,,acquiring,,da1bb959,,,2026-09-10T12:55:29.312Z,32,163,63,,
qa-mtvixnmb-iim3w848,2026-09-10T12:55:31.237Z,2026-09-10T20:55:31.237+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,73,2026-09-10T12:55:31.149Z,2000,2000,88,18.44,6.52,true,1.86,false,ACCEPT,coherent-motion,1,2000,5.29,2.64,0,,,moving,,da1bb959,,,2026-09-10T12:55:31.289Z,52,140,64,,
qa-mtvixnmb-iim3w848,2026-09-10T12:55:35.076Z,2026-09-10T20:55:35.076+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,74,2026-09-10T12:55:35.001Z,3852,3852,75,13.81,4.25,true,0.16,false,ACCEPT,coherent-motion,0,3852,5.7,1.48,0,15.49,153.71,moving,,da1bb959,46,0,2026-09-10T12:55:35.127Z,51,126,65,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:00.101Z,2026-09-10T20:56:00.101+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,75,2026-09-10T12:56:00.001Z,25000,25000,100,14.25,11.26,true,0.08,false,ACCEPT,coherent-motion,0,25000,6.51,0.26,0,34.91,66.76,moving,,da1bb959,43,0,2026-09-10T12:56:00.150Z,49,149,66,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:12.968Z,2026-09-10T20:56:12.968+08:00,activity_telemetry_health_v2,tracking,active,real,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,66,12967,"{""reason"":""periodic-60s"",""expectedRawOrdinalHighWatermark"":75,""retainedObservationDeficit"":0,""retainedDecisionDeficit"":0,""rawPointCount"":75,""canonicalPointCount"":66,""pendingCandidate"":false,""latestAcceptedAgeMs"":12967,""backgroundTaskActive"":false,""appState"":""active"",""retainedEventCount"":449,""retainedBytes"":371641,""retainedCriticalCount"":97,""retainedObservationCount"":75,""retainedDecisionCount"":75,""uploadCount"":8,""consecutiveUploadFailures"":0,""lastUploadAt"":1789044927247}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:17.099Z,2026-09-10T20:56:17.099+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,76,2026-09-10T12:56:17.000Z,16999,16999,99,18.95,10.57,true,0.49,false,ACCEPT,coherent-motion,0,16999,14.71,0.87,0,,,moving,,da1bb959,,,2026-09-10T12:56:17.142Z,43,142,67,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:19.101Z,2026-09-10T20:56:19.101+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,77,2026-09-10T12:56:19.000Z,2000,2000,101,14.25,10.24,true,1.27,true,ACCEPT,coherent-motion,0,2000,11.73,5.86,0,13.45,172.61,moving,,da1bb959,,,2026-09-10T12:56:19.149Z,48,149,68,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:24.094Z,2026-09-10T20:56:24.094+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,78,2026-09-10T12:56:24.000Z,5000,5000,94,14.25,8.89,true,1.26,true,ACCEPT,coherent-motion,0,5000,6.27,1.25,0,31.6,105.96,moving,,da1bb959,,,2026-09-10T12:56:24.147Z,53,147,69,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:29.099Z,2026-09-10T20:56:29.099+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,79,2026-09-10T12:56:29.000Z,5000,5000,99,14.25,8.14,true,1.18,true,ACCEPT,coherent-motion,0,5000,5.09,1.02,0,1.24,4.05,moving,,da1bb959,,,2026-09-10T12:56:29.150Z,51,150,70,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:34.104Z,2026-09-10T20:56:34.104+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,80,2026-09-10T12:56:33.999Z,4999,4999,105,14.25,7.98,true,1.55,true,ACCEPT,coherent-motion,0,4999,5.67,1.13,0,1.53,15.11,moving,,da1bb959,,,2026-09-10T12:56:34.147Z,43,148,71,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:39.099Z,2026-09-10T20:56:39.099+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,81,2026-09-10T12:56:38.999Z,5000,5000,99,14.25,8.66,true,1.59,true,ACCEPT,coherent-motion,1,5000,5.51,1.1,0,1.08,10.98,moving,,da1bb959,,,2026-09-10T12:56:39.149Z,50,150,72,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:45.096Z,2026-09-10T20:56:45.096+08:00,cairn_raw_fix_decision,tracking,active,real,foreground,82,2026-09-10T12:56:44.999Z,6000,6000,97,14.25,7.95,true,0.81,true,ACCEPT,coherent-motion,0,6000,5.44,0.91,0,7.86,80.83,moving,,da1bb959,40,0,2026-09-10T12:56:45.141Z,45,142,73,,
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.123Z,2026-09-10T20:56:46.123+08:00,rnmapbox_userlocation_source_snapshot,tracking,,rnmapbox-apple-location-provider,mapbox-userlocation,,2026-09-10T12:56:45.000Z,,,1123,14.245954584810049,,true,0.7154310882493822,,,coalesced-source-observation,,,,,,,,,,,,,,,,,,"{""repeatCount"":7178,""firstObservedAt"":1789044552742,""firstSequenceTimestamp"":1789044549000,""altitudeAvailable"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.138Z,2026-09-10T20:56:46.138+08:00,app_backgrounded,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""from"":""active"",""to"":""inactive"",""trackingActive"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.139Z,2026-09-10T20:56:46.139+08:00,app_backgrounded,tracking,inactive,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,"{""appState"":""inactive"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":true,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":1140,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.184Z,2026-09-10T20:56:46.184+08:00,app_backgrounded,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""from"":""inactive"",""to"":""background"",""trackingActive"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.185Z,2026-09-10T20:56:46.185+08:00,app_backgrounded,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,"{""appState"":""background"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":1186,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.272Z,2026-09-10T20:56:46.272+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""background"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.272Z,2026-09-10T20:56:46.272+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.316Z,2026-09-10T20:56:46.316+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.316Z,2026-09-10T20:56:46.316+08:00,real_activity_background_source_unavailable,tracking,,real,,,,,,,,,,,,,background-permission-not-granted,,,,,,,,,,,,,,,,,,"{""unavailableReason"":""background-permission-not-granted""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.316Z,2026-09-10T20:56:46.316+08:00,real_activity_background_task_stopped,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.354Z,2026-09-10T20:56:46.354+08:00,activity_recording_gap_opened,tracking,,real,,,,,,,,,,,,,background-provider-unavailable,,,,,,,,,,04b739a4,,,,,,,,"{""gapReason"":""background-provider-unavailable"",""previousSegmentId"":""da1bb959"",""nextSegmentId"":""04b739a4""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.354Z,2026-09-10T20:56:46.354+08:00,activity_segment_decision_v2,tracking,,real,,,,,,,,,,,,new-segment,background-provider-unavailable,,,,,,,,,,04b739a4,,,,,,,,"{""decision"":""new-segment"",""trigger"":""background-provider-unavailable"",""previousSegmentId"":""da1bb959"",""nextSegmentId"":""04b739a4"",""continuityAllowed"":false,""distanceContributionM"":0,""elevationContributionM"":0,""memoryBridgeAllowed"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.371Z,2026-09-10T20:56:46.371+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""background"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.371Z,2026-09-10T20:56:46.371+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.385Z,2026-09-10T20:56:46.385+08:00,activity_background_authority_v2,tracking,background,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.385Z,2026-09-10T20:56:46.385+08:00,real_activity_background_source_unavailable,tracking,,real,,,,,,,,,,,,,background-permission-not-granted,,,,,,,,,,,,,,,,,,"{""unavailableReason"":""background-permission-not-granted""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:56:46.385Z,2026-09-10T20:56:46.385+08:00,real_activity_background_task_stopped,tracking,background,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""background"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:41.275Z,2026-09-10T20:57:41.275+08:00,activity_telemetry_health_v2,tracking,background,real,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,73,56276,"{""reason"":""periodic-60s"",""expectedRawOrdinalHighWatermark"":82,""retainedObservationDeficit"":0,""retainedDecisionDeficit"":0,""rawPointCount"":82,""canonicalPointCount"":73,""pendingCandidate"":false,""latestAcceptedAgeMs"":56276,""backgroundTaskActive"":false,""appState"":""background"",""retainedEventCount"":504,""retainedBytes"":415734,""retainedCriticalCount"":116,""retainedObservationCount"":82,""retainedDecisionCount"":82,""uploadCount"":9,""consecutiveUploadFailures"":0,""lastUploadAt"":1789045006371}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:42.021Z,2026-09-10T20:57:42.021+08:00,app_foregrounded,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57022,"{""appState"":""active"",""backgroundPermissionState"":""foreground-only"",""cachedBackgroundGranted"":false,""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""latestAcceptedAgeMs"":57022,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:42.100Z,2026-09-10T20:57:42.100+08:00,rnmapbox_userlocation_source_snapshot,tracking,,rnmapbox-apple-location-provider,mapbox-userlocation,,2026-09-10T12:57:42.000Z,,,100,27.927312558221928,,false,-1,,,coalesced-source-observation,,,,,,,,,,,,,,,,,,"{""repeatCount"":4,""firstObservedAt"":1789045062060,""firstSequenceTimestamp"":1789045061000,""altitudeAvailable"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.028Z,2026-09-10T20:57:44.028+08:00,real_activity_foreground_takeover,tracking,active,real,,,,,,,,,,,,,started,,,,,,,,,,,,,,,,,59029,"{""phase"":""started"",""appState"":""active"",""backgroundTaskActive"":false,""latestAcceptedAgeMs"":59029}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.056Z,2026-09-10T20:57:44.056+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.056Z,2026-09-10T20:57:44.056+08:00,real_activity_background_task_stopped,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.068Z,2026-09-10T20:57:44.068+08:00,real_activity_background_drain,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""reason"":""foreground-takeover"",""drainedCount"":0,""ordered"":true}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.087Z,2026-09-10T20:57:44.087+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,authorization-refreshed,,,,,,,,,,,,,,,,,,"{""phase"":""authorization-refreshed"",""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false,""appState"":""active"",""foregroundWatcherActive"":false,""backgroundTaskActive"":false,""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.087Z,2026-09-10T20:57:44.087+08:00,background_location_authorization_refreshed,tracking,,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""permissionState"":""foreground-only"",""canAskAgain"":true,""requestAttempted"":false}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.103Z,2026-09-10T20:57:44.103+08:00,activity_background_authority_v2,tracking,active,real,,,,,,,,,,,,,native-task-stop,,,,,,,,,,,,,,,,,,"{""phase"":""native-task-stop"",""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.103Z,2026-09-10T20:57:44.103+08:00,real_activity_background_task_stopped,tracking,active,real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""nativeWasStarted"":false,""stopSucceeded"":true,""appState"":""active"",""ownerGenerationSuffix"":""7a010fcd""}"
qa-mtvixnmb-iim3w848,2026-09-10T12:57:44.120Z,2026-09-10T20:57:44.120+08:00,real_activity_foreground_takeover,tracking,,real,,,,,,,,,,,,,completed,,,,,,,,,,,,,,,,,,"{""phase"":""completed"",""drainedCount"":0,""foregroundWatcherActive"":true,""backgroundTaskActive"":false}"
